x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
523.662,184.455,512.363,368.644,328.226,368.666,288.131,661.938,489.408,593.022,673.725,362.959,777.095,621.781,713.736,621.555,,,,,,,,,,,,,,,478.147,149.993,552.709,149.996,431.612,167.207,592.997,167.216,,,,,,,,,,,,
569.967,172.973,564.175,357.272,385.665,357.226,334.195,661.742,391.539,495.167,736.761,357.208,800.107,575.716,748.323,621.974,552.601,719.627,449.263,719.654,,,,,633.256,719.644,,,,,529.696,144.349,610.002,144.342,478.107,167.325,644.836,167.428,,,,,,,,,,,,
512.376,167.508,489.629,374.367,322.686,374.337,253.376,615.762,414.549,667.91,667.495,379.982,748.229,587.132,661.648,662.2,483.714,719.67,385.887,719.722,,,,,,,,,,,477.691,144.294,535.633,144.207,420.425,173.106,581.674,173.054,,,,,,,,,,,,
477.783,178.909,477.646,385.672,299.489,380.061,213.414,621.929,340.071,667.923,639.014,385.651,713.927,621.55,604.443,667.732,,,,,,,,,,,,,,,437.469,155.534,512.307,150.108,385.841,184.576,558.289,178.843,,,,,,,,,,,,
552.635,207.573,541.344,345.879,374.377,345.673,253.501,621.708,523.926,529.5,713.976,351.331,805.798,621.572,708.159,673.418,529.821,719.642,,,,,,,,,,,,,518.129,161.731,581.615,161.766,466.271,178.791,639.049,195.824,,,,,,,,,,,,
529.493,213.361,506.724,380.143,339.697,374.356,259.492,638.941,437.877,662.023,673.701,385.551,765.444,610.044,696.345,656.158,518.165,719.65,,,,,,,,,,,,,483.901,173.075,569.854,173.181,431.98,190.376,610.315,196.048,,,,,,,,,,,,
529.546,161.536,523.724,351.499,345.882,339.973,259.496,535.428,518.159,437.708,679.247,380.23,759.996,604.415,690.812,650.513,,,,,,,,,,,,,,,489.465,127.041,569.743,127.164,437.733,161.84,615.751,167.354,,,,,,,,,,,,
472.086,201.923,477.921,385.655,299.45,385.733,224.763,569.747,201.888,627.491,661.649,379.936,759.652,610.152,690.789,656.135,,,,,,,,,,,,,,,431.815,161.666,495.321,161.399,385.691,196.126,552.738,190.184,,,,,,,,,,,,
517.965,178.733,489.64,351.535,322.5,345.879,236.305,621.562,322.658,569.91,667.677,357.201,753.8,575.918,684.978,621.826,478.138,719.637,385.675,719.653,,,,,570.001,719.657,,,,,477.891,144.25,541.285,149.87,420.492,161.773,581.507,167.451,,,,,,,,,,,,
563.96,207.337,546.845,362.981,374.251,368.656,288.211,644.747,340.077,661.954,719.691,357.12,834.585,621.948,753.853,673.685,529.983,719.652,437.51,719.68,,,,,,,,,,,523.681,161.584,587.319,161.523,460.703,184.5,638.985,184.562,,,,,,,,,,,,
535.375,196.04,524.005,380.207,345.54,379.973,293.689,661.667,483.472,639.019,696.508,380.155,794.252,610.093,748.245,656.067,524.303,719.657,,,,,,,,,,,,,506.556,155.631,575.555,155.833,437.904,161.893,616.116,173.006,,,,,,,,,,,,
529.522,196.131,523.814,385.795,339.815,385.949,282.258,667.692,397.623,667.417,713.788,385.607,799.734,621.878,736.753,633.221,523.81,719.678,,,,,,,,,,,,,483.964,155.815,569.714,155.564,432.137,167.432,615.699,167.354,,,,,,,,,,,,
495.189,161.53,495.241,362.788,316.918,357.073,236.369,610.32,311.169,661.758,668.032,368.714,759.861,639.002,725.274,598.709,489.398,719.644,391.732,719.673,,,,,592.891,719.632,,,,,471.931,121.514,529.892,126.945,414.573,161.61,575.883,161.867,,,,,,,,,,,,
564.019,161.85,535.464,374.231,351.539,374.258,293.759,661.683,425.933,478.154,713.768,368.52,800.158,598.61,753.806,644.607,,,,,,,,,,,,,,,523.826,127.159,587.262,132.816,466.495,161.713,627.465,161.859,,,,,,,,,,,,
529.601,202.005,506.727,345.61,339.713,345.561,259.283,615.783,478.12,667.655,673.426,345.479,748.167,575.898,650.352,661.95,506.676,719.647,403.116,719.639,,,,,575.634,719.673,,,,,483.673,161.706,564.106,155.938,426.101,195.906,598.605,167.506,,,,,,,,,,,,
529.581,190.29,512.495,362.909,339.515,345.752,173.083,541.113,213.454,529.556,679.316,380.171,759.984,604.413,673.704,650.498,,,,,,,,,,,,,,,489.62,150.168,569.818,155.604,437.663,167.447,615.645,173.175,,,,,,,,,,,,
512.308,195.925,506.566,351.562,339.678,345.619,253.718,615.74,345.882,661.768,673.395,374.461,748.245,621.685,673.531,627.483,489.532,719.671,391.759,719.712,,,,,,,,,,,472.193,155.692,535.483,155.612,414.66,172.974,581.459,167.274,,,,,,,,,,,,
506.63,201.634,495.317,351.589,339.53,345.652,253.722,615.753,351.323,661.762,673.384,374.479,748.286,621.704,673.613,627.435,483.949,719.663,391.676,719.701,,,,,,,,,,,472.116,155.856,535.466,155.872,414.537,167.275,581.501,161.792,,,,,,,,,,,,
524.12,201.535,518.215,357.077,345.382,351.374,253.631,581.621,299.701,621.762,684.971,357.161,759.643,575.993,690.768,621.644,512.299,719.63,403.114,719.635,,,,,604.525,719.641,,,,,483.858,155.891,564.191,155.845,432.117,167.427,598.651,167.391,,,,,,,,,,,,
477.744,190.335,477.618,380.167,294.213,374.248,224.834,621.585,339.698,667.872,638.88,385.601,713.93,615.871,621.891,667.61,472.175,719.674,374.284,719.713,,,,,,,,,,,437.46,155.749,506.658,155.473,385.943,178.872,558.438,167.231,,,,,,,,,,,,
575.47,167.323,569.608,357.13,385.727,351.43,253.895,616.16,432.014,529.887,742.571,357.25,805.851,581.443,759.711,627.347,,,,,,,,,,,,,,,535.331,138.442,615.733,138.473,483.678,161.832,661.751,167.386,,,,,,,,,,,,
529.676,207.396,518.125,380.11,345.508,368.72,259.366,627.583,443.618,662.144,679.341,385.602,765.611,610.102,696.52,656.072,518.184,719.651,,,,,,,,,,,,,489.426,161.759,569.887,161.737,437.466,184.538,610.332,195.935,,,,,,,,,,,,
570.057,196.117,529.987,345.679,374.222,345.447,299.358,627.517,431.9,408.967,713.845,345.913,771.305,598.712,667.867,667.653,523.913,719.65,437.834,719.647,,,,,598.629,719.69,,,,,529.809,155.57,615.671,155.818,477.803,161.803,656.112,190.212,,,,,,,,,,,,
529.608,190.282,495.12,368.644,333.953,357.264,241.885,598.64,368.523,662.084,667.598,380.008,742.575,587.272,627.534,656.28,478.197,719.653,380.087,719.713,,,,,,,,,,,483.983,155.613,564.298,155.544,431.711,172.962,587.249,161.864,,,,,,,,,,,,
558.354,190.188,546.872,351.306,374.438,345.834,288.015,638.964,529.84,524.043,714.05,351.398,805.793,615.97,707.903,673.409,524.038,719.648,431.991,719.656,,,,,615.971,719.69,,,,,523.827,150.123,592.912,155.726,472.164,167.3,650.496,190.266,,,,,,,,,,,,
569.713,201.914,546.959,362.785,351.579,362.806,293.604,661.713,431.918,477.789,719.492,357.116,817.352,627.384,719.576,673.544,,,,,,,,,,,,,,,529.439,156.049,609.996,161.413,472.231,178.842,656.161,184.634,,,,,,,,,,,,
529.755,196.01,518.164,368.659,345.422,351.39,247.566,615.715,495.251,592.884,684.94,380.208,765.664,610.172,685.011,656.261,506.749,719.643,426.017,719.662,,,,,,,,,,,489.643,155.766,569.955,155.796,437.626,167.544,615.675,184.657,,,,,,,,,,,,
529.615,207.525,518.063,380.125,345.454,374.263,265.156,633.336,443.413,662.008,679.334,385.605,765.59,610.112,696.414,656.109,518.2,719.652,,,,,,,,,,,,,489.307,161.876,569.883,161.83,437.431,190.229,615.619,196.068,,,,,,,,,,,,
483.993,184.606,483.574,374.393,322.577,368.707,242.093,615.871,437.803,673.411,650.517,379.949,748.311,592.855,661.691,667.491,478.073,719.672,380.075,719.645,,,,,,,,,,,454.803,155.617,529.406,155.667,397.571,190.236,570.055,190.361,,,,,,,,,,,,
489.648,155.995,489.512,357.13,316.788,351.394,253.65,633.215,380.007,627.527,667.972,368.738,753.712,621.583,679.244,622.026,,,,,,,,,,,,,,,466.409,121.198,529.806,121.31,408.876,155.971,575.928,161.662,,,,,,,,,,,,
575.694,207.43,546.911,351.344,374.257,351.427,294.053,621.85,391.552,616.157,719.472,345.831,794.059,615.771,685.097,667.842,541.108,719.652,460.732,719.658,,,,,621.767,719.677,,,,,535.571,161.531,616.222,161.854,478.184,173.01,661.917,196.022,,,,,,,,,,,,
524.127,196.154,518.198,357.07,339.943,351.286,253.592,581.461,299.66,621.76,684.957,357.27,759.58,581.427,690.723,621.639,500.904,719.636,397.306,719.639,,,,,598.727,719.646,,,,,483.878,155.811,564.207,155.762,432.091,161.798,598.722,161.814,,,,,,,,,,,,
569.715,167.193,564.048,357.263,380.174,357.242,328.386,650.363,391.539,472.064,731.016,357.242,800.029,575.782,742.536,622.021,,,,,,,,,,,,,,,524.202,132.708,604.311,132.793,477.907,161.709,639.091,161.853,,,,,,,,,,,,
518.285,184.655,506.729,374.255,328.402,362.934,195.905,575.961,299.572,610.212,673.596,374.373,759.764,587.313,668.025,655.975,,,,,,,,,,,,,,,483.405,155.495,552.664,155.538,431.755,173.015,592.993,173.162,,,,,,,,,,,,
546.868,184.517,529.972,374.43,345.815,368.507,287.971,661.743,345.479,570.05,708.064,374.391,800.258,610.006,753.873,650.392,,,,,,,,,,,,,,,518.043,149.99,581.351,150.125,454.9,167.301,621.823,173.043,,,,,,,,,,,,
518.075,178.859,489.57,379.914,322.629,374.425,248.013,615.709,391.812,667.569,662.149,379.957,742.574,581.617,644.644,661.962,483.436,719.667,385.712,719.724,,,,,,,,,,,477.937,155.503,546.899,150.129,426.179,178.856,587.365,178.806,,,,,,,,,,,,
547.017,172.97,541.201,368.562,368.567,362.936,282.374,627.606,408.87,621.503,713.988,368.647,805.678,598.793,748.102,638.896,,,,,,,,,,,,,,,518.137,138.657,581.419,138.581,466.256,167.308,627.405,167.248,,,,,,,,,,,,
495.248,178.883,489.635,357.256,316.908,357.024,236.394,615.742,305.504,656.12,667.756,368.659,753.946,615.794,679.349,615.831,,,,,,,,,,,,,,,471.933,149.933,529.929,150.004,414.578,161.866,575.924,167.309,,,,,,,,,,,,
524.094,201.585,518.166,357.023,339.975,351.324,253.575,587.133,299.754,621.762,684.937,357.161,759.589,581.471,690.73,621.622,506.751,719.631,397.56,719.635,,,,,610.06,719.643,,,,,483.809,155.925,564.155,155.839,432.027,167.332,598.707,167.256,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483.993,156.023,483.792,357.156,305.418,351.479,247.622,627.59,345.51,661.825,662.074,368.566,736.847,621.494,627.585,627.555,477.59,719.653,374.375,719.693,,,,,,,,,,,449.125,121.313,524.192,115.819,397.311,161.383,570.075,161.3,,,,,,,,,,,,
489.557,190.196,483.839,374.338,328.291,368.645,247.698,615.902,437.929,673.51,656.324,379.888,753.937,592.99,662.233,662.153,483.461,719.677,385.764,719.649,,,,,,,,,,,460.704,155.622,529.663,155.797,403.219,184.498,570.184,195.834,,,,,,,,,,,,
523.622,190.217,512.278,351.583,339.652,351.268,247.808,570.126,265.109,621.545,673.616,357.217,754.109,575.935,685.1,621.682,495.28,719.643,391.672,719.647,,,,,593.04,719.65,,,,,478.115,155.618,552.682,155.522,431.608,167.551,587.23,167.456,,,,,,,,,,,,
529.934,161.599,529.484,380.004,345.658,380.232,270.838,667.713,426.107,558.38,719.583,374.333,800.137,633.167,725.159,569.723,,,,,,,,,,,,,,,489.584,127.076,570.022,121.389,437.904,161.872,616.04,161.417,,,,,,,,,,,,
541.192,167.28,529.838,374.469,345.689,374.414,270.936,662.051,351.521,581.483,708.054,379.931,799.908,604.54,753.811,650.415,,,,,,,,,,,,,,,512.521,138.488,575.884,138.552,449.167,167.299,621.736,167.458,,,,,,,,,,,,
477.623,201.812,472.088,380.225,294.081,374.487,247.61,627.379,345.571,529.812,638.902,380.162,713.611,610.165,610.179,661.969,,,,,,,,,,,,,,,432.018,161.44,506.597,156.025,385.547,195.919,546.939,178.84,,,,,,,,,,,,
558.318,196.03,541.171,368.636,368.611,374.271,287.996,639.028,432.063,656.11,713.907,368.575,805.82,604.493,753.799,633.278,530.051,719.663,,,,,,,,,,,,,518.233,155.797,581.482,155.685,466.256,178.728,627.411,172.965,,,,,,,,,,,,
529.712,201.705,523.989,345.763,339.903,345.783,276.614,616.165,414.58,650.557,702.157,345.581,788.375,604.501,702.349,604.453,529.542,719.651,,,,,,,,,,,,,489.354,161.292,569.896,155.807,437.567,184.535,615.96,167.462,,,,,,,,,,,,
529.586,161.432,523.77,351.506,345.924,339.935,253.653,535.336,518.054,437.774,679.273,380.246,759.989,604.37,690.773,650.558,,,,,,,,,,,,,,,489.525,126.993,569.781,127.094,437.747,167.214,615.751,167.419,,,,,,,,,,,,
518.101,196.045,495.125,374.435,328.303,374.283,253.419,615.78,408.878,667.845,667.55,379.982,748.191,587.117,656.152,662.081,483.412,719.669,380.117,719.703,,,,,,,,,,,478.012,155.894,546.917,155.86,426.21,178.787,587.261,178.917,,,,,,,,,,,,
506.713,201.615,500.901,357.023,339.585,345.668,253.692,615.792,351.366,661.791,668.03,374.446,748.329,621.718,673.665,622.051,484.002,719.664,391.731,719.698,,,,,,,,,,,472.138,155.885,535.461,155.856,414.56,167.439,581.525,161.858,,,,,,,,,,,,
477.799,201.69,478.143,385.625,299.641,385.596,218.989,570.103,195.979,656.181,661.952,380.005,759.738,610.129,690.77,656.258,,,,,,,,,,,,,,,437.419,161.314,512.494,155.919,385.844,195.844,564.177,184.637,,,,,,,,,,,,
535.42,196.043,524.086,380.117,345.565,379.929,293.764,661.758,478.142,644.661,702.142,379.999,799.754,610.048,748.301,650.392,524.277,719.653,,,,,,,,,,,,,506.655,155.605,575.633,155.837,437.976,161.796,616.132,178.73,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535.654,195.941,529.453,380.007,345.622,374.465,293.677,656.023,478.016,633.296,707.853,379.946,799.951,604.544,753.69,650.331,529.428,719.649,437.604,719.657,,,,,,,,,,,512.38,155.538,575.841,155.759,443.554,161.798,621.643,167.534,,,,,,,,,,,,
529.532,207.889,506.677,380.074,339.596,368.703,265.111,633.214,443.398,662.036,673.699,385.579,765.598,610.167,690.785,656.192,523.515,719.647,,,,,,,,,,,,,483.926,167.452,569.825,172.957,432.006,190.279,610.313,195.935,,,,,,,,,,,,
552.675,167.383,530.004,368.66,351.401,368.504,293.819,661.721,391.879,483.785,713.588,368.701,800.019,598.709,753.956,650.348,,,,,,,,,,,,,,,523.62,132.897,581.605,138.6,466.301,161.894,627.385,167.218,,,,,,,,,,,,
506.628,195.987,489.631,368.534,316.855,357.143,282.341,650.519,460.608,661.883,667.885,374.478,742.456,581.531,708.07,621.916,489.41,719.651,408.848,719.652,,,,,,,,,,,472.101,155.625,535.467,155.645,414.552,167.499,581.387,173.01,,,,,,,,,,,,
575.566,178.729,569.809,357.253,385.865,357.257,334.07,661.858,397.289,564.053,748.125,357.17,800.216,575.807,753.962,622.059,,,,,,,,,,,,,,,535.431,149.866,615.815,149.869,483.655,161.814,661.765,167.331,,,,,,,,,,,,
523.597,201.934,500.887,345.58,334.174,345.516,253.631,615.709,477.895,667.54,667.819,345.464,742.58,575.656,639.063,661.828,506.548,719.644,403.068,719.632,,,,,575.681,719.673,,,,,477.849,161.551,552.609,156.023,420.299,184.623,592.911,167.546,,,,,,,,,,,,
529.526,213.355,523.8,351.58,345.736,345.879,270.874,616.028,340.071,570.159,696.582,362.826,759.983,575.919,702.245,621.717,518.207,719.631,426.13,719.642,,,,,610.163,719.631,,,,,483.944,173.179,569.766,167.526,437.561,184.592,615.722,173.065,,,,,,,,,,,,
563.962,167.411,541.161,351.343,357.149,357.117,305.272,661.856,437.478,472.207,714.044,345.709,840.162,638.969,748.152,483.579,,,,,,,,,,,,,,,523.787,132.871,587.293,138.437,472.126,167.331,633.257,161.827,,,,,,,,,,,,
524.086,178.846,517.958,351.523,339.641,345.814,247.678,575.733,305.435,615.693,679.242,357.261,753.956,575.939,685.057,621.746,,,,,,,,,,,,,,,483.874,150.051,564.215,150.137,437.404,167.465,610.072,178.75,,,,,,,,,,,,
552.718,196.098,535.509,362.935,357.175,345.91,201.848,569.666,305.254,523.801,708.225,380.07,794.27,592.919,679.314,661.74,,,,,,,,,,,,,,,523.606,155.819,581.48,155.886,466.332,173.171,627.414,178.901,,,,,,,,,,,,
477.581,202.029,478.076,385.608,299.546,385.68,230.539,564.249,207.661,627.363,661.848,379.933,759.656,610.019,696.357,656.163,,,,,,,,,,,,,,,432.022,161.785,506.658,161.478,385.882,201.573,563.973,195.844,,,,,,,,,,,,
529.62,207.317,523.776,345.78,339.998,345.93,265.174,616.132,391.701,627.532,696.518,345.418,765.529,593.05,702.059,610.257,,,,,,,,,,,,,,,483.85,161.624,569.846,156.068,432.035,190.187,615.932,178.789,,,,,,,,,,,,
575.75,207.587,541.326,351.431,368.611,357.074,299.405,627.531,391.935,621.534,714.05,345.846,794.155,615.897,696.346,668.07,541.205,719.653,472.231,719.665,,,,,621.685,719.683,,,,,535.494,161.723,621.448,167.206,478.115,178.884,661.871,195.985,,,,,,,,,,,,
546.964,155.938,541.204,357.081,362.855,351.497,299.598,644.807,362.98,483.783,713.822,357.118,777.07,575.962,719.639,621.764,,,,,,,,,,,,,,,518.198,121.259,575.948,121.244,466.474,161.493,621.736,161.335,,,,,,,,,,,,
523.714,201.616,518.259,351.451,340.008,345.815,270.805,627.526,374.401,443.572,685.094,357.176,759.695,581.345,685.075,621.629,500.87,719.645,397.523,719.65,,,,,592.934,719.642,,,,,483.526,155.949,558.387,155.904,432.027,167.462,598.811,167.491,,,,,,,,,,,,
460.738,201.718,449.273,380.132,288.085,380.005,213.362,621.874,437.851,719.573,621.93,380.201,708.126,604.459,644.679,644.651,460.626,719.695,,,,,,,,,,,,,426.117,161.384,489.451,156.053,362.967,190.371,535.376,184.558,,,,,,,,,,,,
524.212,201.779,495.265,374.409,333.931,368.653,241.929,604.525,380.051,667.789,667.738,380.137,748.022,592.864,627.505,656.262,478.124,719.656,379.979,719.729,,,,,,,,,,,489.372,161.323,569.684,161.425,432.155,167.379,610.135,190.204,,,,,,,,,,,,
563.983,173.117,564.085,362.872,380.122,357.25,311.073,535.537,293.828,616.012,731.031,357.257,794.158,575.682,759.529,627.468,564.115,719.638,454.924,719.654,,,,,644.76,719.642,,,,,523.865,144.3,587.296,144.27,477.619,161.879,638.907,161.614,,,,,,,,,,,,
547.033,155.833,552.775,351.433,380.051,351.397,299.935,638.979,437.695,587.298,719.645,351.469,840.404,627.356,777.008,575.521,569.864,719.637,478.039,719.645,,,,,661.774,719.623,,,,,518.159,115.852,581.492,121.203,466.49,167.351,627.592,161.835,,,,,,,,,,,,
512.459,178.771,512.302,374.472,328.319,374.33,253.472,656.091,339.847,615.898,673.58,374.245,713.653,627.666,581.38,610.043,,,,,,,,,,,,,,,477.777,149.821,541.178,149.814,426.175,167.375,587.366,167.238,,,,,,,,,,,,
541.293,184.512,529.908,374.371,345.765,368.528,293.558,661.674,345.682,569.945,708.022,374.38,800.207,610.01,753.857,650.395,,,,,,,,,,,,,,,517.988,150.069,575.94,155.503,454.828,167.364,621.768,178.719,,,,,,,,,,,,
518.158,161.391,518.032,380.031,334.092,380.057,253.716,662.015,391.713,610.311,679.36,374.357,759.794,639.04,667.747,615.63,,,,,,,,,,,,,,,477.881,121.466,546.981,121.302,431.695,161.842,598.816,161.62,,,,,,,,,,,,
489.594,184.629,483.878,374.32,328.318,368.706,247.709,615.967,443.297,673.47,661.677,379.905,753.985,592.856,667.557,662.121,483.516,719.673,385.765,719.644,,,,,,,,,,,466.304,155.586,529.715,155.761,408.84,184.529,575.497,195.87,,,,,,,,,,,,
523.66,190.38,512.44,368.554,328.435,362.833,293.855,661.766,495.116,616.03,673.715,368.557,759.763,604.517,713.88,615.996,524.051,719.66,437.543,719.676,,,,,615.879,719.661,,,,,478.154,155.539,558.309,155.56,431.561,167.278,598.664,172.961,,,,,,,,,,,,
564.027,207.343,546.836,368.688,374.268,374.331,287.982,644.756,340.018,662.024,719.689,357.254,828.846,621.963,753.815,673.721,535.412,719.655,437.645,719.686,,,,,,,,,,,523.745,161.597,592.865,161.55,460.707,190.172,639.048,184.653,,,,,,,,,,,,
535.457,195.986,523.989,385.591,345.477,380.054,293.668,661.701,478.154,644.617,696.539,380.229,794.082,610.285,748.154,656.039,524.293,719.653,,,,,,,,,,,,,501.012,155.605,575.562,155.751,437.862,167.297,616.09,172.983,,,,,,,,,,,,
523.751,195.886,506.585,374.241,328.204,357.145,173.002,563.99,253.459,576.003,673.642,374.466,759.867,592.92,673.43,655.974,,,,,,,,,,,,,,,483.521,155.675,558.428,155.729,431.844,173.079,598.651,178.783,,,,,,,,,,,,
523.925,178.825,517.97,351.473,339.703,345.796,242.112,575.777,293.583,610.155,679.228,357.222,754.08,575.843,685.084,621.691,506.678,719.642,420.309,719.637,,,,,598.619,719.641,,,,,483.691,150.005,563.989,150.039,432.047,167.42,604.36,178.735,,,,,,,,,,,,
512.376,178.788,489.555,351.607,316.905,351.398,236.281,621.565,316.915,575.827,667.676,357.219,753.836,575.85,690.678,621.843,483.643,719.635,391.504,719.665,,,,,570.174,719.656,,,,,477.776,144.338,541.119,149.885,420.433,161.795,581.535,167.405,,,,,,,,,,,,
575.806,201.602,558.413,374.309,380.117,351.579,276.697,615.82,385.946,426.131,719.657,380.221,805.667,598.673,707.948,661.802,,,,,,,,,,,,,,,546.868,155.932,616.153,161.516,483.969,178.702,661.903,201.629,,,,,,,,,,,,
449.269,207.323,443.482,385.685,282.285,385.82,202.055,627.646,437.577,719.563,621.615,380.179,708.095,593.002,621.656,656.213,472.203,719.701,,,,,,,,,,,,,420.289,161.834,483.9,161.593,351.554,196.086,529.93,190.402,,,,,,,,,,,,
558.372,196.072,541.193,368.571,374.265,368.605,288.032,638.959,432.08,656.084,713.901,368.644,805.738,610.011,753.771,633.233,529.662,719.662,431.772,719.697,,,,,,,,,,,518.238,155.817,581.495,155.66,466.354,178.747,627.52,167.429,,,,,,,,,,,,
535.431,178.755,518.215,385.58,334.117,374.307,259.559,662.15,391.573,523.725,702.249,385.698,771.379,615.674,713.51,656.28,,,,,,,,,,,,,,,500.969,149.92,575.434,150.123,437.855,167.498,615.907,173.089,,,,,,,,,,,,
563.997,178.737,564.01,362.982,380.184,362.892,311.048,535.515,293.765,615.873,730.934,362.807,794.229,575.822,754.229,627.56,564.133,719.636,454.976,719.66,,,,,644.742,719.638,,,,,523.834,144.384,587.266,144.33,472.197,167.268,633.313,161.61,,,,,,,,,,,,
529.521,195.917,500.959,374.273,328.351,357.052,247.903,621.845,339.932,477.983,667.734,380.187,748.255,593.018,627.661,656.285,,,,,,,,,,,,,,,489.464,155.69,569.789,155.829,437.411,173.218,615.698,195.896,,,,,,,,,,,,
524.051,190.244,500.931,385.718,316.884,380.159,236.324,662.101,334.132,615.875,673.494,385.804,760.076,604.538,708.2,656.21,495.139,719.632,,,,,,,,,,,,,483.774,155.525,564.156,155.622,431.814,167.457,610.061,184.459,,,,,,,,,,,,
524.12,201.519,518.179,357.059,339.975,351.338,253.55,581.587,299.663,621.754,684.948,357.194,759.593,581.45,690.767,621.63,506.651,719.632,397.491,719.636,,,,,604.471,719.643,,,,,483.861,155.859,564.217,155.828,432.057,167.199,598.755,167.291,,,,,,,,,,,,
529.584,195.951,517.945,385.983,334.025,385.673,248.094,661.968,391.822,656.021,690.816,385.841,776.981,610.286,731.058,656.081,501.02,719.645,,,,,,,,,,,,,484.01,155.709,569.739,155.643,432.088,178.872,610.257,178.725,,,,,,,,,,,,
541.11,155.638,535.479,351.396,357.197,351.497,299.368,650.389,437.465,575.86,719.503,357.083,805.772,627.527,754.028,564.201,,,,,,,,,,,,,,,506.619,115.67,575.78,115.55,449.253,167.259,621.784,161.595,,,,,,,,,,,,
512.429,178.8,495.19,368.722,333.974,368.656,253.335,615.876,426.057,668.045,667.528,379.977,753.714,581.654,661.908,662.046,483.653,719.669,385.763,719.672,,,,,,,,,,,477.742,150.059,535.656,150.013,426.042,167.474,581.567,167.287,,,,,,,,,,,,
569.914,161.564,564.289,357.218,385.807,357.179,270.754,621.543,443.469,569.808,736.851,357.136,805.873,581.37,759.875,621.874,,,,,,,,,,,,,,,529.644,121.512,610.069,121.528,478.085,161.54,656.076,167.257,,,,,,,,,,,,
575.84,201.95,558.321,374.382,374.449,357.13,293.802,610.221,386.115,408.846,719.622,385.592,805.653,598.638,707.943,661.812,,,,,,,,,,,,,,,541.293,161.458,621.494,161.735,484.02,178.811,662.053,201.672,,,,,,,,,,,,
506.566,173.084,489.568,357.047,322.574,351.532,230.648,615.65,305.414,656.025,667.805,357.199,753.971,581.559,702.112,621.866,489.518,719.644,391.792,719.656,,,,,587.244,719.651,,,,,472.18,144.397,535.459,144.343,420.288,167.384,581.377,167.298,,,,,,,,,,,,
569.688,207.603,524.01,385.667,345.738,379.902,345.885,661.683,627.437,633.312,702.264,385.594,771.249,615.785,748.334,627.644,523.91,719.678,,,,,,,,,,,,,524.007,161.837,598.724,167.338,449.266,190.405,622.044,196.076,,,,,,,,,,,,
575.473,201.537,546.979,351.558,379.965,351.334,294.069,644.675,454.958,604.347,719.448,351.459,800.153,616.002,707.901,668.056,529.474,719.665,437.807,719.673,,,,,616.115,719.688,,,,,529.958,155.746,615.866,155.792,477.988,167.345,661.685,184.454,,,,,,,,,,,,
552.752,201.876,546.935,362.8,380.056,357.135,287.945,621.953,437.421,616.005,713.912,362.873,805.938,598.714,753.842,638.876,,,,,,,,,,,,,,,518.182,161.363,581.56,156.056,460.748,173.047,627.538,167.452,,,,,,,,,,,,
523.608,196.031,506.777,374.452,322.614,380.025,288.087,661.924,483.85,633.342,673.689,362.868,759.771,598.629,713.987,616.115,,,,,,,,,,,,,,,478.075,155.765,552.617,155.699,426.123,167.559,592.979,167.26,,,,,,,,,,,,
518.154,173.072,489.558,374.476,322.597,374.403,247.843,615.786,391.7,662.088,662.139,379.942,748.071,587.107,644.658,661.887,483.382,719.658,385.651,719.686,,,,,,,,,,,478.019,149.898,547.053,150.008,426.26,173.167,587.28,178.825,,,,,,,,,,,,
506.631,195.941,495.09,368.66,316.84,362.803,287.877,656.083,460.748,661.867,667.993,379.988,742.396,581.48,708.175,627.385,489.52,719.655,414.55,719.663,,,,,,,,,,,472.123,155.638,535.497,155.632,414.574,167.454,581.417,172.987,,,,,,,,,,,,
529.561,161.454,523.598,351.543,345.42,340.057,167.303,506.605,293.816,506.603,679.356,380.04,759.968,598.686,684.9,650.456,,,,,,,,,,,,,,,489.418,126.951,569.771,127.02,437.682,167.209,615.75,161.764,,,,,,,,,,,,
569.97,161.598,569.611,357.242,385.748,362.781,282.41,627.448,431.662,535.681,736.844,357.088,805.708,581.392,759.794,621.913,,,,,,,,,,,,,,,529.662,121.498,610.091,121.532,478.098,161.608,656.051,161.849,,,,,,,,,,,,
529.769,196.038,506.66,374.371,334.011,357.266,253.672,616.077,334.179,563.978,673.413,380.166,748.093,592.888,622.029,656.237,,,,,,,,,,,,,,,495.215,155.753,569.939,155.964,437.656,184.444,615.705,196.171,,,,,,,,,,,,
564.063,161.748,541.118,362.943,357.197,357.125,293.843,633.256,414.631,569.933,713.977,374.329,805.609,604.412,748.302,638.909,,,,,,,,,,,,,,,523.972,127.141,592.889,132.856,472.129,161.565,627.668,167.254,,,,,,,,,,,,
506.565,201.586,495.287,362.977,316.79,357.107,253.368,638.95,293.855,604.407,673.409,374.426,748.126,621.797,667.64,627.37,,,,,,,,,,,,,,,472.076,155.806,535.494,155.871,414.663,167.25,581.489,167.261,,,,,,,,,,,,
